,규모,면적,신축년도,용도지역,주소
0,지상2/지하0,473㎡,2002년 11월 27일,2종일주,광주광역시 광산구 하산동 482-16
1,지상13/지하0,"30,078.4㎡",2009년 05월 20일,3종일주,광주광역시 광산구 산정동 1023
2,지상15/지하0,"12,042㎡",2014년 12월 19일,2종일주,광주광역시 광산구 하남동 544
3,지상1/지하0,"14,103.4㎡",2009년 07월 14일,3종일주,광주광역시 광산구 흑석동 504
4,지상15/지하1,"23,911.3㎡",2009년 07월 14일,3종일주,광주광역시 광산구 흑석동 517
5,지상15/지하1,"7,071㎡",1988년 10월 27일,3종일주,광주광역시 광산구 산정동 939
6,지상18/지하1,"5,942.3㎡",1994년 04월 22일,3종일주,광주광역시 광산구 산정동 933
7,지상1/지하0,"9,736.5㎡",2017년 09월 20일,준주거,광주광역시 광산구 산정동 1052
8,지상14/지하0,"36,665.7㎡",2010년 08월 23일,3종일주,광주광역시 광산구 장덕동 1098
9,지상1/지하0,"27,183.3㎡",1995년 07월 22일,3종일주,광주광역시 광산구 월곡동 538-2
10,지상19/지하1,"26,685.6㎡",1992년 06월 10일,3종일주,광주광역시 광산구 월곡동 538-1
11,지상4/지하1,"30,586.2㎡",1991년 07월 01일,3종일주,광주광역시 광산구 월곡동 614-2
12,지상5/지하1,"32,927.4㎡",1990년 06월 18일,3종일주,광주광역시 광산구 월곡동 614-1
13,지상20/지하1,"63,987㎡",2003년 08월 20일,3종일주,광주광역시 광산구 월곡동 685-1
14,지상3/지하1,"71,518.3㎡",1991년 10월 18일,3종일주,광주광역시 광산구 월곡동 613-1
15,지상1/지하0,"80,016㎡",1977년 12월 12일,2종일주,광주광역시 광산구 소촌동 290
16,지상5/지하0,"3,838㎡",2016년 08월 26일,1종일주,광주광역시 광산구 비아동 149-1
17,지상6/지하0,330.2㎡,2013년 07월 08일,일반상업,광주광역시 광산구 쌍암동 694-20
18,지상6/지하0,335.3㎡,2013년 07월 05일,일반상업,광주광역시 광산구 쌍암동 694-134
19,지상5/지하0,318.1㎡,2012년 11월 06일,일반상업,광주광역시 광산구 쌍암동 694-128
20,지상6/지하0,295.9㎡,2013년 06월 21일,일반상업,광주광역시 광산구 쌍암동 694-19
21,지상6/지하0,376.4㎡,2014년 03월 12일,일반상업,광주광역시 광산구 쌍암동 694-23
22,지상6/지하0,295.9㎡,2013년 06월 20일,일반상업,광주광역시 광산구 쌍암동 694-133
23,지상5/지하0,305㎡,2013년 01월 21일,중심상업,광주광역시 광산구 쌍암동 668-13
24,지상6/지하0,350㎡,2014년 08월 11일,중심상업,광주광역시 광산구 월계동 892-13
25,지상6/지하0,354㎡,2014년 10월 10일,중심상업,광주광역시 광산구 월계동 892-21
26,지상5/지하0,"1,037㎡",2016년 01월 06일,3종일주,광주광역시 광산구 소촌동 752-25
27,지상5/지하0,"1,241㎡",2015년 02월 09일,1종일주,광주광역시 광산구 소촌동 476-1
28,지상4/지하1,"1,207㎡",2005년 08월 12일,1종일주,광주광역시 광산구 신가동 597-29
29,지상4/지하1,"1,207㎡",2005년 08월 12일,1종일주,광주광역시 광산구 신가동 597-31
30,지상3/지하1,"1,438㎡",2008년 01월 31일,자연녹지,광주광역시 광산구 비아동 26-15
31,지상5/지하1,620.1㎡,1993년 02월 10일,1종일주,광주광역시 광산구 우산동 1073-14
32,지상4/지하1,587.4㎡,1992년 06월 29일,1종일주,광주광역시 광산구 우산동 1026-1
33,지상4/지하0,555㎡,2003년 05월 28일,1종일주,광주광역시 광산구 소촌동 374-4
34,지상4/지하1,678㎡,1992년 11월 04일,2종일주,광주광역시 광산구 우산동 872-2
35,지상4/지하0,400㎡,2002년 05월 15일,2종일주,광주광역시 광산구 우산동 1086-5
36,지상5/지하0,441.1㎡,2016년 01월 27일,중심상업,광주광역시 광산구 쌍암동 668-11
37,지상6/지하1,648.8㎡,2012년 12월 24일,중심상업,광주광역시 광산구 쌍암동 662-4
38,지상5/지하0,271.8㎡,2012년 07월 27일,일반상업,광주광역시 광산구 쌍암동 694-125
39,지상5/지하0,270.8㎡,2012년 08월 02일,일반상업,광주광역시 광산구 쌍암동 694-16
40,지상5/지하0,270.6㎡,2012년 08월 02일,일반상업,광주광역시 광산구 쌍암동 694-15
41,지상5/지하0,510.1㎡,2017년 12월 28일,중심상업,광주광역시 광산구 쌍암동 678-4
42,지상3/지하0,335.4㎡,2013년 11월 01일,일반상업,광주광역시 광산구 쌍암동 694-135
43,지상3/지하0,335.5㎡,2013년 07월 11일,일반상업,광주광역시 광산구 쌍암동 694-50
44,지상5/지하0,342.6㎡,2013년 02월 18일,일반상업,광주광역시 광산구 쌍암동 694-17
45,지상4/지하0,99㎡,2015년 09월 17일,2종일주,광주광역시 광산구 운남동 314-1
46,지상4/지하0,735.2㎡,2014년 11월 14일,3종일주,광주광역시 광산구 신가동 918-1
47,지상6/지하0,287.9㎡,2014년 12월 23일,중심상업,광주광역시 광산구 월계동 892-12
48,지상4/지하0,287.3㎡,2005년 12월 05일,3종일주,광주광역시 광산구 비아동 705-5
49,지상4/지하0,225.4㎡,2002년 01월 04일,2종일주,광주광역시 광산구 비아동 688-8
50,지상3/지하0,295.8㎡,1997년 07월 03일,2종일주,광주광역시 광산구 비아동 687-6
51,지상4/지하0,285㎡,2002년 11월 19일,2종일주,광주광역시 광산구 우산동 1471
52,지상2/지하1,311.5㎡,1991년 04월 27일,1종일주,광주광역시 광산구 우산동 1056-6
53,지상5/지하0,295㎡,2005년 11월 23일,2종일주,광주광역시 광산구 우산동 1053-1
54,지상3/지하0,306.7㎡,1997년 04월 17일,1종일주,광주광역시 광산구 우산동 1040-23
55,지상3/지하0,306.5㎡,1997년 04월 17일,1종일주,광주광역시 광산구 우산동 1040-20
56,지상4/지하1,475.1㎡,1994년 12월 08일,1종일주,광주광역시 광산구 우산동 1040-18
57,지상4/지하1,365.6㎡,1994년 01월 20일,1종일주,광주광역시 광산구 우산동 1040-17
58,지상2/지하1,337㎡,1989년 12월 11일,1종일주,광주광역시 광산구 소촌동 514-4
59,지상4/지하0,543㎡,2007년 12월 24일,2종일주,광주광역시 광산구 소촌동 479-2
60,지상4/지하0,326㎡,2001년 09월 19일,2종일주,광주광역시 광산구 소촌동 380-9
61,지상4/지하0,299㎡,2001년 02월 23일,2종일주,광주광역시 광산구 소촌동 380-8
62,지상4/지하0,238㎡,2001년 09월 22일,1종일주,광주광역시 광산구 소촌동 380-1
63,지상12/지하1,241㎡,2003년 01월 21일,일반상업,광주광역시 광산구 소촌동 533-2
64,지상5/지하0,"19,496.7㎡",1996년 02월 22일,3종일주,광주광역시 광산구 월계동 764-4
65,지상5/지하1,"19,714.2㎡",1995년 12월 15일,3종일주,광주광역시 광산구 월계동 764-5
66,지상1/지하0,"20,067.2㎡",1996년 05월 29일,3종일주,광주광역시 광산구 월계동 765-8
67,지상2/지하1,"38,239.3㎡",1997년 05월 19일,3종일주,광주광역시 광산구 월계동 763-6
68,지상5/지하1,"19,029.4㎡",2001년 09월 20일,3종일주,광주광역시 광산구 월계동 763-5
69,지상5/지하1,"23,057.7㎡",1997년 08월 22일,3종일주,광주광역시 광산구 월계동 763-3
70,지상12/지하2,990.8㎡,2014년 10월 24일,중심상업,광주광역시 광산구 월계동 892-17
71,지상14/지하1,567.6㎡,2015년 01월 20일,중심상업,광주광역시 광산구 월계동 878-4
72,지상9/지하1,558.8㎡,2016년 02월 23일,중심상업,광주광역시 광산구 월계동 893-2
73,지상9/지하1,631.1㎡,2012년 04월 27일,중심상업,광주광역시 광산구 월계동 884-2
74,지상10/지하0,501.4㎡,2014년 08월 21일,중심상업,광주광역시 광산구 월계동 883-1
75,지상8/지하0,580.3㎡,2013년 03월 22일,중심상업,광주광역시 광산구 월계동 882-8
76,지상10/지하0,540.3㎡,2016년 08월 18일,중심상업,광주광역시 광산구 월계동 879-4
77,지상10/지하1,540.7㎡,2017년 04월 06일,중심상업,광주광역시 광산구 월계동 879-2
78,지상5/지하1,"16,305.7㎡",1996년 05월 25일,3종일주,광주광역시 광산구 월계동 758-8
79,지상15/지하1,"3,591.5㎡",2014년 06월 23일,중심상업,광주광역시 광산구 월계동 893-1
80,지상5/지하0,"20,114.2㎡",1995년 06월 14일,3종일주,광주광역시 광산구 월계동 764-2
81,지상22/지하1,"58,152㎡",1996년 12월 06일,3종일주,광주광역시 광산구 운남동 387-22
82,지상18/지하1,"53,785.5㎡",2001년 11월 02일,3종일주,광주광역시 광산구 운남동 794-3
83,지상15/지하1,"43,137㎡",1997년 01월 09일,3종일주,광주광역시 광산구 운남동 776-1
84,지상1/지하0,"31,216.6㎡",2009년 07월 08일,3종일주,광주광역시 광산구 운남동 777-1
85,지상15/지하1,"50,354.8㎡",1996년 06월 19일,3종일주,광주광역시 광산구 운남동 771-1
86,지상20/지하1,"47,011.5㎡",2000년 09월 18일,3종일주,광주광역시 광산구 운남동 781-1
87,지상1/지하0,"11,814㎡",,3종일주,광주광역시 광산구 운남동 387-24
88,지상0/지하0,"75,532.1㎡",,3종일주,광주광역시 광산구 우산동 1571-1
89,지상0/지하0,"75,532.1㎡",,3종일주,광주광역시 광산구 우산동 1571-1
90,지상1/지하0,"37,121.5㎡",2010년 01월 14일,3종일주,광주광역시 광산구 우산동 1603-1
91,지상1/지하0,"33,401.5㎡",2012년 01월 27일,3종일주,광주광역시 광산구 우산동 1602-2
92,지상19/지하1,"17,473.1㎡",1992년 11월 18일,3종일주,광주광역시 광산구 우산동 1572-6
93,지상14/지하0,"13,686.8㎡",1992년 03월 07일,3종일주,광주광역시 광산구 우산동 1572-2
94,지상15/지하1,"12,836.6㎡",1992년 03월 11일,3종일주,광주광역시 광산구 우산동 1572-1
95,,,,,광주광역시 광산구 우산동 1599-1
96,,"8,079.5㎡",,3종일주,광주광역시 광산구 우산동 1611-3
97,지상13/지하1,"4,193.5㎡",1991년 03월 20일,2종일주,광주광역시 광산구 우산동 1039-5
98,지상11/지하1,"2,031.2㎡",1994년 02월 22일,2종일주,광주광역시 광산구 우산동 1062-3
99,지상15/지하1,"1,213.4㎡",2017년 03월 03일,일반상업,광주광역시 광산구 우산동 1576-5
100,지상12/지하1,"1,158.6㎡",2014년 10월 16일,일반상업,광주광역시 광산구 우산동 1608-1
101,지상9/지하1,"1,207.1㎡",2013년 07월 22일,일반상업,광주광역시 광산구 우산동 1576-4
102,지상13/지하1,"2,671.3㎡",1992년 05월 30일,2종일주,광주광역시 광산구 우산동 1074-1
103,지상8/지하1,788.5㎡,1998년 01월 16일,1종일주,광주광역시 광산구 우산동 1050-2
104,지상12/지하1,"1,211㎡",2014년 04월 25일,일반상업,광주광역시 광산구 우산동 1594-2
105,지상11/지하1,"12,867.4㎡",1991년 12월 17일,3종일주,광주광역시 광산구 우산동 1572-5
106,지상1/지하0,"28,642.5㎡",2010년 07월 08일,3종일주,광주광역시 광산구 신가동 1019-1
107,지상12/지하1,"6,457㎡",1998년 03월 10일,3종일주,광주광역시 광산구 신가동 302-39
108,지상15/지하1,"10,351㎡",1998년 03월 10일,3종일주,광주광역시 광산구 신가동 302-25
109,지상18/지하1,"14,460.3㎡",2002년 10월 15일,3종일주,광주광역시 광산구 신가동 963-1
110,지상8/지하0,317.7㎡,2013년 07월 17일,일반상업,광주광역시 광산구 신가동 1015-9
111,지상15/지하1,"39,513.2㎡",2009년 05월 19일,3종일주,광주광역시 광산구 신가동 1064
112,지상12/지하1,"49,048.5㎡",2009년 12월 15일,3종일주,광주광역시 광산구 신가동 1202
113,지상10/지하0,"25,082.7㎡",2009년 05월 28일,3종일주,광주광역시 광산구 신가동 1061
114,지상15/지하1,"3,600.2㎡",2015년 09월 11일,중심상업,광주광역시 광산구 쌍암동 676-2
115,지상10/지하1,"1,263.5㎡",2013년 10월 08일,일반상업,광주광역시 광산구 쌍암동 694-115
116,지상8/지하0,358㎡,2013년 01월 21일,일반상업,광주광역시 광산구 쌍암동 694-14
117,지상7/지하1,657.1㎡,2012년 06월 01일,중심상업,광주광역시 광산구 쌍암동 677-12
118,지상8/지하1,400.7㎡,2012년 08월 31일,중심상업,광주광역시 광산구 쌍암동 658-7
119,지상9/지하0,661.2㎡,2013년 06월 25일,일반상업,광주광역시 광산구 쌍암동 694-129
120,지상15/지하1,"1,206.7㎡",2017년 11월 17일,일반상업,광주광역시 광산구 쌍암동 694-74
121,지상10/지하1,869.4㎡,2013년 04월 23일,중심상업,광주광역시 광산구 쌍암동 661-8
122,지상10/지하1,455.8㎡,2014년 02월 07일,중심상업,광주광역시 광산구 쌍암동 660-7
123,지상12/지하1,"1,231.7㎡",2013년 08월 09일,중심상업,광주광역시 광산구 쌍암동 682-1
124,지상13/지하1,787.1㎡,2015년 09월 09일,일반상업,광주광역시 광산구 쌍암동 694-70
125,지상13/지하1,"55,682.5㎡",2011년 04월 13일,3종일주,광주광역시 광산구 장덕동 1037
126,지상13/지하1,724.2㎡,2013년 02월 28일,일반상업,광주광역시 광산구 신창동 1128-4
127,지상12/지하1,676.9㎡,2015년 07월 01일,일반상업,광주광역시 광산구 신창동 1128-2
128,지상8/지하1,858㎡,2016년 12월 02일,2종일주,광주광역시 광산구 신창동 876
129,지상11/지하1,"6,133㎡",1995년 12월 14일,3종일주,광주광역시 광산구 신창동 855-3
130,지상2/지하1,"3,889㎡",1995년 12월 14일,3종일주,광주광역시 광산구 신창동 855-5
131,지상11/지하1,"6,717㎡",2000년 09월 18일,2종일주,광주광역시 광산구 신창동 462-2
132,지상15/지하0,"23,835.2㎡",2005년 12월 01일,3종일주,광주광역시 광산구 신창동 1268
133,지상15/지하0,"45,090.8㎡",2010년 10월 01일,3종일주,광주광역시 광산구 장덕동 1044
134,지상20/지하1,"15,042㎡",1998년 09월 14일,3종일주,광주광역시 광산구 비아동 152-5
135,지상2/지하1,"16,211㎡",2001년 12월 10일,2종일주,광주광역시 광산구 소촌동 290-46
136,지상12/지하1,"2,566㎡",1992년 10월 27일,일반상업,광주광역시 광산구 소촌동 536-9
137,지상5/지하0,"3,643㎡",1988년 04월 25일,2종일주,광주광역시 광산구 소촌동 506-11
138,지상5/지하0,"1,800㎡",1988년 04월 25일,2종일주,광주광역시 광산구 소촌동 506-8
139,지상9/지하0,"1,777.7㎡",2014년 07월 24일,2종일주,광주광역시 광산구 소촌동 872
140,지상13/지하1,"7,313㎡",1995년 05월 23일,3종일주,광주광역시 광산구 소촌동 455
141,지상1/지하0,"3,384㎡",1998년 06월 27일,3종일주,광주광역시 광산구 소촌동 414-2
142,지상2/지하1,"6,979㎡",1995년 03월 24일,3종일주,광주광역시 광산구 소촌동 610
143,지상13/지하1,"2,948㎡",1995년 07월 07일,3종일주,광주광역시 광산구 소촌동 603-3
144,지상1/지하1,"2,443㎡",1997년 11월 27일,3종일주,광주광역시 광산구 소촌동 594-1
145,지상12/지하1,"6,200㎡",1995년 06월 29일,3종일주,광주광역시 광산구 소촌동 440-1
146,지상15/지하1,"4,902㎡",1995년 11월 13일,3종일주,광주광역시 광산구 소촌동 612
147,지상12/지하1,"9,519.3㎡",1995년 12월 28일,3종일주,광주광역시 광산구 도천동 628-1
148,지상1/지하1,"13,267.5㎡",2003년 03월 06일,3종일주,광주광역시 광산구 도천동 627-1
149,지상5/지하0,357.3㎡,2002년 11월 30일,1종일주,광주광역시 북구 두암동 578-2
150,지상4/지하0,139.7㎡,2002년 06월 27일,2종일주,광주광역시 북구 두암동 902-12
151,지상4/지하0,428.7㎡,2006년 07월 27일,1종일주,광주광역시 북구 두암동 900-6
152,지상3/지하1,"2,722㎡",1987년 10월 06일,준주거,광주광역시 북구 두암동 895-2
153,지상5/지하0,787㎡,2013년 11월 05일,2종일주,광주광역시 북구 두암동 866-1
154,지상4/지하0,430.4㎡,2008년 05월 15일,1종일주,광주광역시 북구 두암동 863-40
155,지상2/지하0,283.1㎡,1979년 03월 21일,2종일주,광주광역시 북구 두암동 854-38
156,지상2/지하1,315.8㎡,1983년 01월 14일,2종일주,광주광역시 북구 두암동 854-9
157,지상3/지하0,191.4㎡,1984년 05월 11일,2종일주,광주광역시 북구 두암동 852-2
158,지상4/지하0,351.7㎡,2012년 07월 24일,1종일주,광주광역시 북구 두암동 845-43
159,지상4/지하0,351.6㎡,2012년 07월 24일,1종일주,광주광역시 북구 두암동 845-25
160,지상4/지하0,207.1㎡,2002년 07월 26일,1종일주,광주광역시 북구 두암동 833-28
161,지상3/지하0,538.2㎡,1984년 11월 30일,2종일주,광주광역시 북구 두암동 600-1
162,지상4/지하0,421.3㎡,2012년 09월 28일,2종일주,광주광역시 북구 두암동 599-3
163,지상4/지하1,284㎡,2004년 02월 16일,1종일주,광주광역시 북구 두암동 453-34
164,지상4/지하0,277㎡,2004년 02월 16일,1종일주,광주광역시 북구 두암동 453-31
165,지상4/지하1,223㎡,2004년 08월 30일,1종일주,광주광역시 북구 두암동 453-5
166,지상4/지하0,308㎡,2004년 08월 30일,1종일주,광주광역시 북구 두암동 453-2
167,지상4/지하0,410㎡,1985년 03월 13일,1종일주,광주광역시 북구 두암동 383-1
168,지상3/지하1,"2,286.4㎡",1982년 05월 03일,2종일주,광주광역시 북구 두암동 587-6
169,지상4/지하1,565.3㎡,1982년 08월 31일,2종일주,광주광역시 북구 두암동 585-2
170,지상4/지하1,565.3㎡,1982년 09월 02일,2종일주,광주광역시 북구 두암동 585-39
171,지상4/지하0,"2,013㎡",2014년 01월 28일,1종일주,광주광역시 북구 두암동 399-2
172,지상3/지하0,838.7㎡,1983년 10월 21일,준주거,광주광역시 북구 두암동 841-22
173,지상3/지하0,788.7㎡,1983년 09월 16일,준주거,광주광역시 북구 두암동 841-21
174,지상3/지하1,834㎡,1984년 12월 18일,2종일주,광주광역시 북구 두암동 852-9
175,지상3/지하1,903.8㎡,1986년 09월 01일,2종일주,광주광역시 북구 두암동 852-8
176,지상3/지하0,"1,002㎡",1983년 11월 01일,2종일주,광주광역시 북구 두암동 865-1
177,지상3/지하0,"1,087.6㎡",1984년 05월 11일,1종일주,광주광역시 북구 두암동 590-11
178,지상3/지하1,968.3㎡,1983년 06월 09일,2종일주,광주광역시 북구 두암동 822-11
179,지상4/지하0,"1,276㎡",2011년 04월 29일,1종일주,광주광역시 북구 두암동 399
180,지상2/지하0,951.1㎡,1979년 12월 29일,2종일주,광주광역시 북구 두암동 852-7
181,지상2/지하0,951.5㎡,1980년 10월 28일,2종일주,광주광역시 북구 두암동 906-5
182,지상3/지하1,765㎡,1984년 06월 20일,1종일주,광주광역시 북구 두암동 892-3
183,지상3/지하1,603.2㎡,1984년 06월 01일,1종일주,광주광역시 북구 두암동 892-1
184,지상3/지하1,833.2㎡,1983년 11월 30일,2종일주,광주광역시 북구 두암동 888-18
185,지상2/지하1,436㎡,1981년 09월 05일,준주거,광주광역시 북구 두암동 881-6
186,지상3/지하0,819.8㎡,1984년 01월 24일,1종일주,광주광역시 북구 두암동 876-14
187,지상3/지하1,826.7㎡,1990년 03월 17일,1종일주,광주광역시 북구 두암동 837-4
188,지상1/지하0,"4,162㎡",1985년 06월 17일,2종일주,광주광역시 광산구 송정동 268-5
189,지상1/지하0,"1,722㎡",1982년 02월 24일,1종일주,광주광역시 북구 연제동 483-52
190,지상3/지하0,"1,863㎡",2003년 06월 13일,2종일주,광주광역시 북구 매곡동 106-11
191,지상5/지하0,572㎡,2015년 06월 03일,2종일주,광주광역시 북구 삼각동 753-33
192,지상3/지하0,"3,973㎡",2002년 05월 02일,자연녹지,광주광역시 북구 매곡동 119-2
193,지상5/지하0,"1,582㎡",2013년 05월 13일,2종일주,광주광역시 북구 본촌동 3044
194,,862.6㎡,,2종일주,광주광역시 북구 본촌동 3035
195,지상5/지하0,731㎡,2013년 03월 08일,2종일주,광주광역시 북구 본촌동 2864
196,지상5/지하0,"1,015.6㎡",2013년 05월 03일,2종일주,광주광역시 북구 본촌동 2969
197,지상3/지하0,"1,924㎡",1988년 10월 21일,2종일주,광주광역시 광산구 송정동 521
198,지상5/지하0,601㎡,2011년 11월 04일,2종일주,광주광역시 광산구 송정동 612
199,지상3/지하0,"1,181㎡",1984년 07월 13일,일반상업,광주광역시 광산구 송정동 745-1
200,지상3/지하0,760㎡,1982년 12월 13일,일반상업,광주광역시 광산구 송정동 878-5
201,지상4/지하1,232㎡,1994년 04월 21일,1종일주,광주광역시 광산구 송정동 270-11
202,지상1/지하0,"3,880㎡",1984년 08월 09일,1종일주,광주광역시 북구 양산동 547-1
203,지상5/지하0,"1,386.6㎡",2013년 10월 01일,2종일주,광주광역시 북구 양산동 1083
204,지상3/지하1,752㎡,1984년 06월 20일,2종일주,광주광역시 북구 양산동 283-47
205,,791.9㎡,,2종일주,광주광역시 북구 양산동 1068
206,지상4/지하0,591.4㎡,2012년 09월 14일,2종일주,광주광역시 북구 양산동 923
207,,"1,317㎡",,1종일주,광주광역시 북구 양산동 660-81
208,지상5/지하0,754.9㎡,2013년 01월 21일,2종일주,광주광역시 북구 양산동 1032
209,지상5/지하0,772㎡,2012년 11월 08일,2종일주,광주광역시 북구 양산동 919-2
210,지상4/지하0,"1,152.2㎡",2013년 06월 20일,2종일주,광주광역시 북구 양산동 1059
211,지상5/지하0,"1,090.2㎡",2012년 10월 25일,2종일주,광주광역시 북구 양산동 765
212,지상5/지하1,432㎡,2012년 03월 30일,1종일주,광주광역시 북구 오치동 639
213,지상3/지하0,"2,459.4㎡",1983년 09월 14일,2종일주,광주광역시 북구 오치동 979-8
214,지상4/지하0,"1,010.4㎡",2013년 02월 21일,2종일주,광주광역시 북구 오치동 984-5
215,지상3/지하0,"1,021.1㎡",1984년 05월 23일,2종일주,광주광역시 북구 오치동 980-17
216,지상3/지하0,"1,470.2㎡",1985년 12월 05일,2종일주,광주광역시 북구 오치동 979-7
217,지상0/지하0,"1,400.3㎡",,2종일주,광주광역시 북구 오치동 979-6
218,지상2/지하1,655.6㎡,1979년 12월 10일,2종일주,광주광역시 북구 오치동 950-13
219,,791.9㎡,,1종일주,광주광역시 북구 오치동 913-3
220,지상4/지하0,"1,028㎡",2012년 11월 01일,1종일주,광주광역시 북구 오치동 941-7
221,지상1/지하0,"1,145㎡",1993년 12월 19일,2종일주,광주광역시 북구 오치동 979-1
222,지상4/지하0,432.3㎡,2012년 10월 08일,2종일주,광주광역시 북구 양산동 762-1
223,지상5/지하0,"1,322.9㎡",2012년 09월 27일,2종일주,광주광역시 북구 양산동 709
224,지상4/지하0,606.9㎡,2012년 11월 13일,2종일주,광주광역시 북구 양산동 1075
225,지상7/지하0,439.1㎡,2018년 01월 03일,2종일주,광주광역시 북구 양산동 1046
226,지상5/지하0,640.3㎡,2012년 11월 14일,2종일주,광주광역시 북구 양산동 1000
227,지상5/지하0,772.3㎡,2012년 11월 06일,2종일주,광주광역시 북구 양산동 919
228,지상5/지하0,392.3㎡,2012년 12월 26일,2종일주,광주광역시 북구 양산동 879
229,지상4/지하0,397.2㎡,2012년 10월 12일,2종일주,광주광역시 북구 양산동 859
230,지상4/지하0,408.7㎡,2012년 10월 08일,2종일주,광주광역시 북구 양산동 762
231,지상4/지하0,402.6㎡,2013년 04월 17일,2종일주,광주광역시 북구 양산동 702
232,지상4/지하0,497.3㎡,2012년 07월 25일,2종일주,광주광역시 북구 양산동 696-1
233,지상4/지하0,497.3㎡,2012년 07월 25일,2종일주,광주광역시 북구 양산동 696
234,지상5/지하0,804.4㎡,2012년 12월 24일,2종일주,광주광역시 북구 양산동 690-4
235,지상3/지하0,336㎡,2002년 11월 15일,1종일주,광주광역시 북구 양산동 361-5
236,지상4/지하1,384㎡,1992년 11월 09일,1종일주,광주광역시 북구 양산동 361-1
237,지상4/지하0,161㎡,2001년 12월 19일,2종일주,광주광역시 북구 양산동 254-121
238,지상5/지하0,230㎡,2013년 04월 03일,일반상업,광주광역시 북구 양산동 249-21
239,지상4/지하0,792㎡,2012년 12월 21일,2종일주,광주광역시 북구 양산동 93-18
240,지상5/지하0,276㎡,2002년 01월 05일,2종일주,광주광역시 북구 오치동 856-43
241,지상4/지하0,291.2㎡,2002년 01월 02일,1종일주,광주광역시 북구 오치동 946-4
242,지상5/지하0,228.3㎡,2004년 10월 20일,2종일주,광주광역시 북구 오치동 923-8
243,지상3/지하0,226.1㎡,2002년 02월 08일,1종일주,광주광역시 북구 오치동 962-21
244,지상4/지하0,227.6㎡,2003년 05월 02일,2종일주,광주광역시 북구 오치동 993-2
245,지상2/지하1,388.5㎡,1992년 04월 23일,2종일주,광주광역시 북구 오치동 986-9
246,지상4/지하0,377.6㎡,2014년 08월 18일,2종일주,광주광역시 북구 오치동 977-2
247,지상4/지하1,236.5㎡,1994년 05월 27일,2종일주,광주광역시 북구 오치동 967-18
248,지상4/지하1,364.5㎡,1993년 11월 09일,2종일주,광주광역시 북구 오치동 961-7
249,지상3/지하1,431.5㎡,1991년 09월 25일,2종일주,광주광역시 북구 오치동 957-9
250,지상3/지하0,161.9㎡,2003년 03월 25일,2종일주,광주광역시 북구 오치동 957-5
251,지상4/지하0,381.5㎡,2001년 04월 25일,1종일주,광주광역시 북구 오치동 935-9
252,지상4/지하0,234.6㎡,2000년 06월 02일,1종일주,광주광역시 북구 오치동 934-11
253,지상4/지하0,786㎡,2013년 01월 11일,1종일주,광주광역시 북구 오치동 930-15
254,지상5/지하0,148.6㎡,2016년 11월 23일,1종일주,광주광역시 북구 오치동 927-2
255,지상4/지하0,302㎡,2004년 07월 16일,3종일주,광주광역시 북구 오치동 858-2
256,지상5/지하0,271㎡,2002년 01월 15일,2종일주,광주광역시 북구 오치동 856-42
257,지상5/지하0,271㎡,2002년 01월 18일,2종일주,광주광역시 북구 오치동 856-4
258,지상5/지하0,448㎡,2014년 10월 14일,1종일주,광주광역시 북구 오치동 630-4
259,지상5/지하0,459㎡,2014년 10월 14일,1종일주,광주광역시 북구 오치동 630-3
260,지상4/지하0,353㎡,2001년 03월 10일,1종일주,광주광역시 광산구 운수동 68-53
261,지상3/지하0,279㎡,2001년 03월 10일,1종일주,광주광역시 광산구 운수동 68-54
262,지상1/지하0,376㎡,1983년 10월 19일,3종일주,광주광역시 광산구 운수동 66-58
263,지상1/지하0,660㎡,1983년 10월 19일,1종일주,광주광역시 광산구 운수동 66-49
264,지상1/지하0,318㎡,1983년 10월 19일,1종일주,광주광역시 광산구 운수동 66-46
265,지상1/지하0,328㎡,1983년 10월 19일,1종일주,광주광역시 광산구 운수동 66-45
266,지상1/지하0,636㎡,1983년 10월 19일,1종일주,광주광역시 광산구 운수동 66-41
267,지상1/지하0,330㎡,1983년 10월 19일,1종일주,광주광역시 광산구 운수동 66-27
268,지상1/지하0,650㎡,1983년 10월 19일,1종일주,광주광역시 광산구 운수동 66-26
269,지상1/지하0,660㎡,1983년 10월 19일,1종일주,광주광역시 광산구 운수동 66-25
270,지상1/지하0,649㎡,1983년 10월 19일,1종일주,광주광역시 광산구 운수동 66-21
271,지상1/지하0,330㎡,1983년 10월 19일,1종일주,광주광역시 광산구 운수동 66-20
272,지상1/지하0,329㎡,1983년 10월 19일,1종일주,광주광역시 광산구 운수동 66-19
273,지상1/지하0,318㎡,1983년 10월 19일,1종일주,광주광역시 광산구 운수동 66-15
274,지상1/지하0,318㎡,1983년 10월 19일,1종일주,광주광역시 광산구 운수동 66-14
275,지상5/지하0,326㎡,2012년 11월 08일,준주거,광주광역시 광산구 운수동 26-24
276,지상1/지하0,655㎡,1983년 10월 19일,준주거,광주광역시 광산구 운수동 66-53
277,지상1/지하0,642㎡,1983년 10월 19일,1종일주,광주광역시 광산구 운수동 66-32
278,지상5/지하0,194㎡,2016년 01월 19일,2종일주,광주광역시 광산구 송정동 947-1
279,지상3/지하1,553㎡,1990년 03월 28일,일반상업,광주광역시 광산구 송정동 731-5
280,지상4/지하0,114㎡,2007년 08월 16일,2종일주,광주광역시 광산구 송정동 588-3
